Time,Frame,WT,QW1,QW2,QW3,QW4,QW5,QW6,QW7,QW8,QW9,QW10,QW11,QW12
124.248,62124,8.7849,10.5817,10.4975,4.2527,7.7102,5.6462,4.7981,7.273,7.6126,7.5733,11.1695,3.6856,3.8501
124.25,62125,8.8564,10.1986,10.7078,4.0993,7.7452,5.23,6.2394,7.4616,7.8898,7.8456,10.4431,3.4952,3.9586
124.252,62126,9.264,10.3963,11.2327,4.0732,7.4399,6.296,5.3616,7.7128,7.8747,7.5656,10.6316,3.6814,3.5826
124.254,62127,9.2964,11.1686,11.7063,3.8184,7.0322,6.2684,5.9163,6.8048,7.5821,7.5074,10.6232,3.3839,4.4295
124.256,62128,9.4901,10.628,10.6449,4.1518,7.4031,6.0223,5.7208,7.6002,7.2949,7.8846,10.8278,3.6988,4.1261
124.258,62129,9.4597,11.0054,10.7453,4.2957,7.4004,6.0119,5.7391,7.0825,8.2485,7.8332,11.4744,3.4925,4.1666
124.26,62130,8.8882,10.4042,10.9628,3.7226,7.6807,5.7047,5.85,7.5187,7.6754,7.3312,11.2587,3.2604,4.3051
124.262,62131,9.4995,9.9357,11.118,4.0258,6.974,5.581,5.1341,7.1518,8.2233,7.5122,11.4331,3.8378,4.6659
124.264,62132,8.6657,10.7936,10.2996,4.3416,7.6724,5.8109,5.5434,7.7575,7.7157,7.5197,11.1367,3.693,3.6097
124.266,62133,9.3117,10.8122,10.2102,3.611,7.7562,5.6734,5.8817,7.6267,7.8002,7.4172,11.4999,3.6153,4.283
124.268,62134,8.8997,10.2439,10.7715,3.8509,7.7502,6.0378,5.5979,7.7766,8.0508,7.8041,11.6382,3.5016,4.2594
124.27,62135,8.9541,9.7884,10.8901,3.91,7.789,5.581,5.825,7.5672,7.3488,7.0551,11.8109,3.5344,3.7353
124.272,62136,9.5428,9.8836,11.3848,3.4793,7.7102,5.8432,6.099,7.6233,7.5954,7.6448,10.6413,3.4289,3.3169
124.274,62137,9.6726,11.1784,10.1398,3.8142,7.8389,6.1163,5.891,7.9934,7.509,7.4331,11.0419,4.0486,3.9614
124.276,62138,9.4444,10.8732,10.8847,3.6718,7.8377,5.0028,5.7129,7.0934,7.706,7.3105,11.1314,3.6635,4.8753
124.278,62139,9.0313,11.0997,11.1109,4.1688,8.0257,5.3959,5.3999,7.2324,8.1873,7.3482,10.9829,3.5138,4.1311
124.28,62140,9.7913,11.9765,10.3758,3.6935,7.629,6.2612,5.9856,7.6149,7.6269,7.8852,11.4957,3.4225,3.8541
124.282,62141,9.5305,10.9704,10.5508,3.9926,7.8767,5.7936,5.4138,7.3446,7.7401,6.8059,12.157,3.8631,3.8403
124.284,62142,9.4573,10.9573,10.5839,3.98,7.3619,6.2591,5.564,7.3516,7.798,7.3816,12.7217,3.6366,3.9439
124.286,62143,8.6445,11.0632,10.9209,4.4189,7.2729,5.5273,5.6335,7.6563,7.6597,7.742,11.6766,3.7767,3.9566
124.288,62144,9.4747,10.4326,10.4162,4.172,7.3712,5.8651,6.6133,7.5453,7.9647,7.1997,11.5369,3.8011,4.3712
124.29,62145,8.8051,11.1999,11.2514,3.4749,7.6727,5.7809,5.6351,7.4473,7.1263,7.1679,10.6378,3.6254,4.4325
124.292,62146,9.1852,10.3274,10.7218,3.6021,7.51,6.247,5.4891,6.7764,7.2533,7.5494,12.4336,3.992,3.4854
124.294,62147,9.88,10.3304,10.9644,4.037,7.5513,6.2643,5.8112,7.874,7.5027,7.349,11.0117,3.4551,4.477
124.296,62148,9.4252,10.2874,11.0242,3.2971,7.8727,6.4159,5.6483,7.6977,7.7083,7.861,11.4618,3.6585,3.9103
124.298,62149,9.6706,10.2044,10.5711,3.8066,6.9575,6.4092,5.7904,7.8233,7.202,7.1481,11.2753,3.9386,4.3518
124.3,62150,9.4393,9.5544,10.1465,3.8044,7.2342,5.5892,5.6678,7.861,7.189,6.9928,11.5933,3.5456,3.7505
124.302,62151,9.886,10.1441,10.0844,3.9124,7.3619,5.9471,5.7013,7.8219,7.6913,7.8301,11.2908,3.6356,4.1152
124.304,62152,9.9075,9.3782,10.6729,3.6296,7.8294,6.1444,5.5778,7.9395,7.9671,7.0146,10.5581,3.7362,4.5978
124.306,62153,9.8706,10.2215,10.8897,3.464,7.1314,5.5718,5.488,7.6152,8.0441,6.9777,10.8282,3.6704,3.5668
124.308,62154,9.1422,9.9364,11.0736,4.1067,7.1367,6.1379,5.2109,8.1289,7.5805,7.1429,11.0353,3.4048,4.0815
124.31,62155,9.2445,10.2029,10.7289,3.7143,7.1415,5.7345,5.7378,7.4224,7.8814,6.8782,11.5184,3.6823,3.793
124.312,62156,8.4263,10.5597,11.3643,4.0332,7.4961,6.1109,5.1809,7.1537,8.0949,8.1483,11.1132,3.5691,4.4325
124.314,62157,8.6741,10.4567,10.9646,3.6284,7.3251,5.7311,5.2621,7.5539,7.5309,7.7863,10.4162,3.3907,4.2155
124.316,62158,9.0959,10.2952,11.2886,4.0838,7.3667,5.9147,5.3663,7.2397,8.1084,6.9319,11.0492,3.5289,4.1008
124.318,62159,9.0036,10.5799,10.9729,3.8961,7.2796,5.7337,5.4466,7.2362,7.882,7.4012,10.5769,3.9711,4.5949
124.32,62160,8.345,10.2786,11.0376,3.8189,8.0467,6.6205,5.5984,7.5797,7.9595,7.2773,11.1769,3.7989,4.4093
124.322,62161,8.706,9.7076,10.9702,3.5505,7.9603,5.4556,5.3171,7.493,8.131,7.6497,10.9992,3.7547,3.9528
124.324,62162,8.7122,10.2798,10.7239,3.809,7.5773,6.2402,5.3528,7.882,7.4904,7.5267,10.3131,4.1446,4.719
124.326,62163,9.1023,10.4412,10.6438,3.7904,7.4469,5.7204,5.5658,7.9169,7.2517,7.4372,10.2911,3.4262,3.9443
124.328,62164,8.8499,9.8831,11.0724,3.6036,7.6629,6.0824,5.7842,7.7001,7.5665,7.1165,10.888,3.4671,4.4714
124.33,62165,8.8517,10.2109,11.1277,3.574,7.5821,4.978,5.3043,7.6084,8.2218,7.627,10.5228,3.3069,3.9442
124.332,62166,9.5215,10.0493,10.4291,3.843,7.5059,5.8479,5.8065,7.7276,7.8225,7.3559,10.9916,3.6583,3.9188
124.334,62167,9.4192,9.9893,10.7722,3.838,7.4922,6.1817,5.7335,7.8837,7.8096,7.673,11.4937,4.0532,3.3393
124.336,62168,9.3082,9.5017,11.317,3.9019,8.0058,5.4775,5.6434,7.0591,7.7927,7.0978,10.8342,3.4397,4.1077
124.338,62169,8.9808,8.5636,10.0056,4.1673,7.9162,5.6675,5.6503,6.9148,7.5249,7.5815,10.4706,3.6304,3.9967
124.34,62170,9.5414,9.8298,10.6584,3.9521,7.3456,5.899,5.3487,6.9128,7.5655,7.8087,10.249,4.0052,4.302
124.342,62171,9.2681,9.4072,10.2321,4.0377,7.5668,5.9376,5.7508,6.9948,7.5408,8.1103,10.7475,3.2859,4.0301
124.344,62172,9.3588,9.8205,10.1316,3.9023,7.2618,5.6391,5.3247,7.4631,7.6118,7.4094,10.8181,3.6096,4.0739
124.346,62173,8.6948,9.6747,10.6791,4.0565,7.7968,5.7947,5.7523,7.6599,7.5493,7.1263,10.4008,3.5849,3.5907
124.348,62174,9.0053,10.3807,11.5385,3.9129,7.742,5.1536,5.6996,7.5242,7.433,7.7007,10.5201,3.8997,4.0241
124.35,62175,8.8786,9.4529,11.1207,4.0842,7.0806,6.3461,6.0431,7.5293,7.3666,8.4283,10.913,4.2281,4.4269
124.352,62176,8.8553,9.5837,10.7498,4.1144,7.7249,5.5814,5.5774,7.6751,7.925,7.9966,10.528,3.7122,4.4063
124.354,62177,9.3141,9.8556,11.1191,3.9731,7.8768,6.3078,5.7332,7.3421,8.5717,7.3973,10.8376,3.3846,5.0464
124.356,62178,8.8053,10.1875,10.9962,4.0808,7.7028,5.9953,6.1866,7.1363,7.6655,7.7654,10.8014,4.0388,4.7384
124.358,62179,9.3042,10.5398,10.5404,3.7469,7.8341,5.5615,6.0013,7.8851,8.404,7.7324,10.8688,3.3255,4.8374
124.36,62180,9.2365,10.1896,10.7507,4.1832,8.0896,5.4652,5.6649,7.4453,8.6425,6.4896,10.4132,3.2998,3.9564
124.362,62181,8.9677,9.9565,11.0031,3.9758,7.7086,5.8572,5.5602,7.4115,7.6671,7.2645,11.0511,3.7519,3.8118
124.364,62182,8.8814,9.804,10.7898,4.0821,8.5691,6.9338,5.94,6.839,7.8148,7.2808,10.8785,3.7635,4.0524
124.366,62183,9.1082,10.073,10.9909,3.6598,8.2367,5.8974,5.473,8.0054,8.5719,7.3059,10.9641,3.6211,4.0593
124.368,62184,8.645,9.7373,10.489,3.893,7.8989,6.0984,5.53,7.9804,8.1319,7.5676,11.373,3.5971,4.4176
124.37,62185,8.701,10.1331,10.6118,4.2591,7.8376,6.0167,5.8596,7.7177,7.7468,7.5323,10.8633,3.531,4.1713
124.372,62186,8.5695,10.1945,10.4949,4.0943,7.4771,6.2647,5.8924,7.5663,8.6711,8.3426,10.8724,3.3533,3.546
124.374,62187,9.2381,9.7992,11.082,4.3599,7.8439,5.9171,5.944,7.4563,9.073,7.5469,11.2473,3.6975,4.0807
124.376,62188,8.5857,10.0937,10.511,3.9491,7.8786,6.7621,6.5331,7.668,9.5871,7.3756,11.3493,3.6326,3.9086
124.378,62189,9.6679,10.2925,10.9596,4.3416,7.7161,5.9958,6.1964,7.2426,9.132,7.7403,11.0911,3.8719,4.4432
124.38,62190,9.0991,10.3057,10.7613,3.7432,8.16,5.7317,6.0104,7.3332,8.4804,7.5732,11.2491,3.2564,4.3176
124.382,62191,9.5907,10.4562,10.3538,3.8577,7.5753,6.1538,5.445,6.879,8.2842,7.5781,10.7779,3.7444,4.3323
124.384,62192,8.9242,9.9434,10.9269,3.8708,7.5166,5.4525,5.9138,7.7807,8.2734,7.2592,10.8189,3.5604,4.6516
124.386,62193,9.8882,9.9858,10.5982,4.0845,8.0548,5.2388,5.6872,6.9863,8.2096,7.9695,10.6911,3.5456,4.5165
124.388,62194,9.5563,9.9446,10.9287,3.8507,8.0181,5.1658,5.3617,7.3212,7.9695,7.569,10.6114,3.6333,4.2141
124.39,62195,9.6729,10.0772,10.6571,3.7996,7.4978,5.1294,5.721,7.8152,8.1956,8.0358,11.0023,3.664,4.9138
124.392,62196,9.2227,10.0358,10.5114,3.9902,7.1156,5.4546,5.3616,7.5549,8.1342,7.4374,10.4366,3.8151,4.1175
124.394,62197,9.347,10.3027,10.9049,3.8331,7.5755,5.4251,5.9489,7.3612,7.9007,7.696,11.3946,3.8987,4.3515
124.396,62198,8.7228,10.1569,10.9282,4.0953,7.5974,5.7138,5.9302,7.5102,7.8295,7.9342,11.1325,3.4144,4.1118
124.398,62199,9.0376,10.0531,10.8251,3.9726,7.5157,5.5453,5.6342,8.0537,8.0667,7.7086,11.5606,3.8555,3.7438
124.4,62200,8.9608,10.0404,11.2117,4.0582,8.4143,5.6965,5.6963,7.9775,7.7482,7.096,11.0996,3.4604,3.6783
124.402,62201,9.7444,10.3892,11.1453,3.7707,7.5125,5.0797,5.4208,7.4482,8.0162,7.4264,11.5136,3.626,3.5628
124.404,62202,9.0789,10.1129,11.0254,4.2323,7.5435,4.9776,6.071,7.0197,8.1476,8.278,11.0945,3.8016,3.885
124.406,62203,8.8273,9.8411,10.7782,3.8323,7.9406,5.8856,5.5038,7.5595,8.9269,7.5723,10.828,3.7923,4.7798
124.408,62204,9.2007,10.2895,10.8122,4.1182,8.2804,5.842,5.6914,7.8609,8.4459,7.7886,10.906,3.7152,4.0705
124.41,62205,8.9669,9.746,10.7868,3.5497,8.427,5.6564,5.7343,8.2923,7.5417,7.8095,10.9733,3.7255,3.8708
124.412,62206,8.5076,10.6318,10.9312,3.6737,8.3461,5.3141,5.5607,8.2007,7.921,7.9752,11.4008,3.7133,3.5671
124.414,62207,8.7866,9.6582,11.1762,4.0198,8.2137,5.0632,5.7146,8.0811,7.9174,8.1633,11.0591,3.9162,3.9305
124.416,62208,9.1121,10.2834,11.0573,3.9722,7.9134,5.1232,5.8795,8.3319,7.5274,7.9216,10.9292,3.5208,4.0589
124.418,62209,8.5031,9.7458,10.8747,4.0979,7.8932,4.8878,5.309,7.8173,8.1555,7.3376,10.8515,3.4835,3.373
124.42,62210,8.6883,10.5147,10.91,3.8989,8.107,5.7516,6.4001,7.7703,7.4412,7.0659,10.7363,3.5691,3.8845
124.422,62211,9.266,10.2513,10.5197,3.7268,7.2476,5.7165,5.5723,7.9335,8.0423,7.5056,11.2001,3.5621,3.5349
124.424,62212,9.1522,10.5787,11.3634,3.378,8.0164,5.3583,5.6795,7.5073,8.0129,7.4454,10.306,3.3942,3.9961
124.426,62213,8.8222,10.2534,10.5491,3.817,8.296,5.5176,6.1739,7.9928,7.9977,8.0402,10.2896,3.4181,4.5542
124.428,62214,8.877,10.7977,10.9898,4.1028,7.9252,4.7974,5.6116,7.7446,7.394,7.3058,10.7573,3.4363,3.8245
124.43,62215,8.9368,10.6613,11.5697,3.2587,8.0135,5.41,5.7711,7.8753,7.7791,7.5576,10.6195,3.8783,5.0183
124.432,62216,8.4903,10.643,10.9223,3.9677,8.3855,5.3908,6.0038,7.9538,8.4199,7.2551,10.8937,3.4689,3.8783
124.434,62217,8.9952,11.4065,10.8901,4.0161,7.7814,5.6221,5.6243,7.5145,8.4114,7.6155,11.0162,4.1574,3.9546
124.436,62218,9.4183,10.5006,10.8561,3.6323,8.0553,5.5961,5.7382,7.7456,9.4402,7.3951,10.7413,3.6787,3.9431
124.438,62219,9.0544,10.3605,11.0603,3.9305,7.57,5.2224,6.3294,7.5439,8.0959,7.3569,10.1259,3.3551,4.0459
124.44,62220,8.943,10.8559,10.991,3.6645,8.0377,5.2724,5.7969,8.1376,7.8036,7.6249,9.8095,4.0242,3.5526
124.442,62221,9.1505,10.1814,11.1603,3.8802,7.6552,5.7578,5.7566,7.295,9.4417,7.7845,10.1495,3.6104,3.6491
124.444,62222,8.853,11.0686,11.0511,3.7831,7.5205,5.5541,5.9175,7.591,8.1482,7.9506,10.7204,3.4756,3.7965
124.446,62223,8.6765,9.9729,10.9128,3.9464,7.6591,5.5607,5.6957,7.3298,9.2146,7.3786,10.6828,3.6311,3.4631
124.448,62224,9.2964,10.4296,10.8172,4.0505,7.8457,5.4774,5.9195,8.1604,8.6489,7.3256,10.8789,3.6145,3.4093
124.45,62225,9.0762,9.8117,10.9135,3.8807,8.1033,5.5311,5.9363,8.016,8.2878,8.4532,10.8335,3.675,4.064
124.452,62226,8.509,10.4099,11.9012,3.822,7.3589,4.9349,5.8037,7.1662,7.8594,7.6805,10.9632,3.6645,4.0439
124.454,62227,9.0371,10.5779,10.7098,3.8924,7.6156,5.9937,5.772,7.2369,7.9478,7.9934,11.2139,3.6925,3.7536
124.456,62228,9.0724,11.1552,10.5285,3.3287,7.8499,5.5832,5.5811,7.9278,8.8879,7.4871,10.8513,3.7888,4.6934
124.458,62229,9.0302,11.5289,10.6566,3.6861,7.852,4.845,5.7967,7.6777,9.7093,7.2438,11.693,4.1561,3.6555
124.46,62230,9.0822,11.1084,10.6882,3.4744,7.6383,6.0161,5.5345,7.543,8.6157,8.1729,10.0951,3.5344,4.4397
124.462,62231,8.7795,11.4696,10.5409,3.832,7.5567,5.6172,5.3215,7.6801,8.0375,7.7057,10.2384,3.4757,3.8665
124.464,62232,9.1169,10.8884,11.8374,3.8939,7.026,5.1776,5.803,7.8278,8.0008,7.2311,9.9425,3.3853,3.9303
124.466,62233,9.5846,10.8895,11.4753,3.509,7.4493,5.3668,5.4935,7.119,7.9477,7.5153,10.3708,3.4616,4.0662
124.468,62234,9.4075,10.9274,11.7201,3.7124,7.3728,5.3539,5.4729,7.4351,7.7337,7.149,9.8449,3.6675,3.5201
124.47,62235,9.6621,11.5584,11.115,3.8163,7.4365,5.5154,5.9699,7.7881,7.8048,6.8891,9.5014,3.7417,4.1823
124.472,62236,8.7139,10.996,11.3511,4.3617,7.4237,5.3789,5.8843,8.3575,7.475,7.4109,9.7311,3.6781,3.5949
124.474,62237,9.7927,11.2547,11.0758,4.0534,7.2969,6.2012,5.5002,8.2131,7.6539,7.3135,9.7428,3.6025,4.207
124.476,62238,9.3035,10.7174,11.3675,4.1444,7.5432,6.0245,5.6977,7.7169,7.5392,7.5571,9.7643,3.5201,4.2166
124.478,62239,9.0119,10.7051,10.8285,3.6432,7.4507,5.2816,5.6834,8.1511,8.2167,7.4898,9.701,3.7728,4.0314
124.48,62240,8.8301,10.455,10.8965,4.0264,7.6497,6.1845,5.5744,7.6818,7.1195,7.7524,10.0695,3.7406,3.8525
124.482,62241,8.7007,10.6354,11.2793,3.8827,7.1917,5.2117,6.0019,8.3928,7.2834,7.5935,9.6527,4.1556,3.8345
124.484,62242,8.8995,10.4719,10.4545,3.6452,7.3465,5.4059,5.3206,7.5198,6.9572,7.4568,10.2792,3.5586,4.0736
124.486,62243,9.3186,10.7592,10.1235,4.0263,7.5431,5.4906,5.2737,7.9357,7.3758,7.1277,10.5865,3.9198,3.6305
124.488,62244,8.5367,10.9016,10.6282,4.0322,7.7743,4.9129,5.7975,7.5143,7.3634,8.0717,9.3751,4.0893,3.6057
124.49,62245,9.4618,10.1102,10.2539,3.9555,7.6037,5.4078,5.2335,7.9033,7.4836,7.4388,9.1447,3.8835,4.2037
124.492,62246,9.0067,10.6719,10.6804,3.9714,7.8142,5.1631,5.4671,7.3838,7.7557,7.6256,9.3383,3.7522,4.3235
124.494,62247,8.9764,10.0874,10.1123,4.0292,7.2405,5.8912,5.8199,7.7803,7.3407,7.8866,9.8037,3.4799,4.2286
124.496,62248,8.7908,10.8214,10.3113,4.1034,7.8232,5.9085,5.7968,7.2408,7.4881,7.3329,9.5086,3.7595,4.0984
124.498,62249,8.4673,9.9575,10.5793,3.7939,8.0406,5.7393,5.2885,7.7194,7.8153,7.3497,9.3655,3.7792,4.1667
124.5,62250,8.281,10.1572,10.7873,3.64,7.5333,5.5624,5.6489,7.3445,6.9259,7.5419,10.1923,3.6175,4.286
124.502,62251,7.4725,9.934,10.467,4.0515,6.7493,5.6189,5.8707,7.8896,7.5296,7.3807,9.8088,3.4101,3.6207
124.504,62252,7.7435,10.8346,10.4533,3.9866,7.3486,5.6798,5.5523,7.7762,7.5626,7.7125,9.3519,3.6202,3.8446
124.506,62253,8.2458,10.719,10.4405,3.8833,6.8013,5.9151,5.3801,8.0017,7.1897,7.707,9.3668,3.4846,3.8071
124.508,62254,9.4486,10.0699,10.933,3.8954,7.5075,5.3558,5.2284,7.7899,7.6239,7.2923,9.9146,3.5751,3.4293
124.51,62255,8.9674,10.3014,11.4534,4.0639,7.7363,5.3697,5.3061,7.1726,8.6142,7.4041,10.0119,4.1929,3.5176
124.512,62256,9.3488,9.7973,10.8053,3.7142,7.3808,5.7586,5.7139,7.3792,7.7452,7.0459,9.8379,3.4594,3.8459
124.514,62257,8.7669,10.4523,11.4722,4.0549,7.1088,5.4223,5.1759,7.1059,7.9502,6.8626,10.2767,3.8635,4.5903
124.516,62258,9.1699,10.6117,10.6999,4.1053,7.5365,5.8122,6.2519,7.6425,7.4385,7.849,9.9887,3.5425,4.7696
124.518,62259,8.8718,11.2291,11.2349,3.7004,7.3648,5.6206,5.6756,7.3564,7.7313,6.801,10.0548,3.6976,4.5516
124.52,62260,8.6033,10.8997,10.8679,4.1775,7.6496,5.9639,5.7507,7.5162,8.0573,7.7676,10.0317,3.5739,4.0366
124.522,62261,9.0546,11.0731,11.0425,4.2405,7.5727,5.2337,5.4916,6.9525,7.4758,7.6177,10.1936,3.4381,4.2785
124.524,62262,9.3673,11.2246,11.7039,3.8113,8.0669,6.1352,5.6934,8.1846,6.9481,7.291,10.1038,3.8704,4.3123
124.526,62263,8.8582,10.5996,10.9398,3.7594,7.6419,6.338,5.6826,7.3421,8.1313,7.0185,9.5316,3.6761,4.3826
124.528,62264,8.327,10.733,10.782,3.5119,7.6338,5.724,5.7363,7.786,7.7191,7.8604,9.4891,3.7788,4.0593
124.53,62265,8.3834,10.5199,10.9674,3.7596,7.6326,6.1721,5.6771,7.2536,7.8913,7.3237,10.0457,4.2555,3.6748
124.532,62266,8.5137,9.9794,10.7243,3.5875,7.7406,5.4232,5.7167,7.5742,7.6658,7.4289,10.1459,4.0864,4.5397
124.534,62267,8.8205,10.5849,11.0252,4.0097,7.2833,5.9075,5.9293,7.4916,7.6398,8.1868,9.7776,3.6161,4.0915
124.536,62268,9.0091,10.0252,10.8106,4.0489,7.6698,6.5452,5.7249,7.4811,7.7213,7.6606,10.4973,3.5126,3.5117
124.538,62269,8.4288,9.7544,10.705,3.8933,7.5364,5.1434,5.4984,7.1455,7.6695,7.0398,9.9076,3.671,3.5097
124.54,62270,8.2456,10.9071,11.5371,4.1621,7.3527,5.8129,5.2632,6.9496,8.2185,6.7497,10.1493,3.7423,3.412
124.542,62271,8.631,10.4255,11.2983,3.8261,7.9149,5.6248,5.7299,7.5519,7.3984,6.9508,9.8594,3.6751,3.7502
124.544,62272,8.5725,10.2096,11.2566,3.8835,8.0337,5.9619,5.3564,9.2044,7.5172,7.6196,10.0141,3.8977,4.0382
124.546,62273,8.5919,10.7979,11.8361,3.9389,7.2278,5.3697,5.9548,7.7242,7.4595,7.006,9.6046,3.7704,4.3091
124.548,62274,8.633,10.3891,11.0295,4.31,7.6977,4.9778,6.2794,7.5153,7.7437,7.7211,9.9219,4.1646,3.3868
124.55,62275,9.1722,9.7681,11.0861,4.1093,7.3325,5.2713,5.3934,7.6228,7.5078,7.4331,10.3637,3.4463,3.9776
124.552,62276,9.2499,10.63,10.8921,3.8337,7.3605,5.2852,5.7918,7.4032,7.7945,7.5263,10.5849,3.7275,3.9885
124.554,62277,8.8708,10.1752,11.1774,3.8472,7.6251,6.4434,6.0456,6.6302,7.5838,7.4642,9.906,3.4129,4.1244
124.556,62278,8.5009,11.7517,10.6408,4.1322,7.4013,5.9848,5.959,6.6261,7.2968,7.2373,10.0753,3.8625,3.8308
124.558,62279,8.4878,10.1926,10.5363,3.9769,8.0012,6.0138,6.0613,7.2186,7.3192,7.0103,10.2824,3.6715,4.1258
124.56,62280,8.5721,11.0251,10.5914,3.8361,7.1548,5.2971,5.7222,7.4291,7.3624,7.3789,9.5753,3.9969,3.6674
124.562,62281,8.5307,10.3045,10.4891,3.6279,6.9353,5.612,5.6227,7.12,7.7386,7.4343,10.3251,3.8959,3.5955
124.564,62282,8.5054,10.3889,11.5447,3.8952,7.0831,5.5778,5.4855,7.2047,7.7793,7.5109,10.1429,3.7875,3.9115
124.566,62283,8.8993,10.8562,10.8172,3.7825,7.468,5.4197,5.8653,7.6626,7.4104,7.6623,9.9746,3.5332,4.3206
124.568,62284,8.6337,10.0646,11.3654,3.9104,7.248,7.0064,5.9065,7.3819,7.6075,7.4754,9.9563,3.8246,3.7853
124.57,62285,8.1718,10.7501,10.5799,4.1476,7.7915,6.4803,6.0321,7.9191,7.3668,7.5334,9.7391,3.5578,3.5456
124.572,62286,9.4501,10.158,11.5068,3.9018,7.7358,6.3624,6.0966,8.0494,7.8825,7.4223,9.8985,3.7869,3.6497
124.574,62287,8.6374,10.1544,10.8987,4.2648,7.183,5.4143,5.8693,7.2695,7.6301,7.3449,10.1662,3.792,3.7234
124.576,62288,8.7551,10.168,10.9425,3.6754,8.1061,6.1244,5.7167,7.3521,7.6423,6.8493,9.5154,3.9476,4.2904
124.578,62289,8.8424,9.9477,11.1212,3.8848,7.35,5.7494,5.8959,7.6626,7.1482,6.9035,9.809,3.633,4.4466
124.58,62290,8.5692,9.6112,11.4187,3.8095,7.4718,5.6772,5.6748,7.0362,7.119,7.1926,9.5093,3.8885,3.8745
124.582,62291,7.9012,10.1089,10.7239,3.7294,7.2485,6.1908,5.4935,7.0238,7.8313,7.0204,10.3526,3.5732,3.7298
124.584,62292,8.6783,10.2391,10.6363,3.7058,7.2375,6.6677,5.7292,7.7253,7.3692,7.2144,9.6706,3.5503,3.8666
124.586,62293,7.9873,10.2303,11.504,3.6136,7.5267,5.8033,5.6167,7.7684,7.4991,7.3936,10.607,3.6731,4.3098
124.588,62294,8.2829,10.156,11.0809,3.7888,7.7815,5.349,5.2801,7.0077,7.1677,7.5415,10.0928,4.3055,4.2683
124.59,62295,8.1298,10.4275,10.7551,4.0845,7.7409,5.6612,5.8499,7.5964,7.4291,7.5104,10.598,3.8148,4.083
124.592,62296,8.2848,10.3883,11.2468,3.9944,7.7198,5.5349,5.2147,7.6617,7.7925,7.1803,10.3392,3.2935,3.4508
124.594,62297,8.2011,10.1521,10.7469,3.741,7.9167,5.6492,5.6839,7.5225,7.7171,7.5869,9.904,3.709,3.8838
124.596,62298,8.9723,10.2477,11.428,3.5933,7.4573,5.7849,5.7821,8.0803,7.2415,7.2309,10.5351,3.5877,4.1557
124.598,62299,8.7302,10.2285,12.0793,3.6275,7.3937,5.8193,6.3055,7.1184,7.8912,7.4282,10.4113,3.839,3.8306
124.6,62300,8.3767,9.9874,11.4114,3.9286,7.3866,5.6704,6.1336,7.504,7.6087,7.3621,10.2456,3.4743,3.4971
124.602,62301,7.8127,10.0618,10.8505,3.767,7.2852,5.019,5.8353,7.8145,7.9479,7.9238,10.6092,3.9855,3.8166
124.604,62302,7.9258,10.3711,11.517,3.8302,7.5874,5.3279,5.7867,7.4341,7.8133,7.4161,10.701,3.9532,4.9464
124.606,62303,7.2009,10.2038,10.5251,4.1869,7.4652,5.3584,6.2867,7.1389,7.5253,7.6683,10.3313,3.6962,4.0266
124.608,62304,7.5504,10.1693,11.6119,4.4521,7.704,5.919,5.8338,7.4161,7.6846,7.2344,9.8432,3.4583,4.2543
124.61,62305,7.9226,10.1303,10.7935,4.2002,7.7296,6.311,6.3896,7.596,8.0487,7.8716,10.831,3.7391,3.9295
124.612,62306,8.0777,10.4198,11.6035,4.0508,7.5031,6.1364,6.4788,7.5247,7.3893,8.6556,10.3553,3.9555,4.1187
124.614,62307,7.6267,10.3143,11.2325,3.5323,8.079,6.7235,6.2885,7.091,7.5598,7.721,10.9544,3.8703,4.2159
124.616,62308,7.8106,10.4954,11.0214,4.0471,7.5814,6.3341,7.0908,7.6254,7.8157,7.8213,10.3763,3.7645,4.0141
124.618,62309,7.1708,9.9021,11.3948,4.0325,7.5935,6.5173,6.3821,7.5598,8.1594,7.4256,10.7313,4.1172,3.8256
124.62,62310,7.774,10.4868,11.3816,4.1685,7.8051,5.3806,6.6952,7.7707,7.3756,7.4608,10.2267,3.7973,4.5686
124.622,62311,7.359,10.0188,10.698,3.9477,7.4941,6.291,6.3906,7.7753,8.0021,7.7593,10.0752,3.4441,3.8694
124.624,62312,8.1535,10.094,11.7173,3.9624,7.442,6.1067,6.496,7.7782,8.1753,6.9909,10.3313,4.0413,3.7358
124.626,62313,7.3951,10.4699,11.4672,3.8729,7.7622,6.07,5.829,7.6426,7.4138,7.5667,10.2936,3.7615,3.545
124.628,62314,7.4532,10.3938,10.8969,4.0011,7.871,6.1277,6.1842,7.8217,8.0886,7.6791,9.9297,3.7011,3.9981
124.63,62315,7.3359,9.93,11.056,4.2313,7.5394,6.4919,6.3937,7.4686,7.4167,7.2328,9.9877,3.553,3.6543
124.632,62316,7.5932,9.9218,10.9592,4.1493,7.5972,7.3841,7.4158,8.3112,7.6714,7.6402,9.3866,3.9817,3.8148
124.634,62317,7.2115,9.6468,10.9435,3.7682,7.2902,7.1715,6.1233,7.3733,7.6457,7.3691,9.5711,4.1864,4.2149
124.636,62318,7.5192,10.2298,11.2592,4.1714,7.7117,6.4331,6.0431,8.2307,7.5196,7.169,9.7287,3.5673,4.3541
124.638,62319,8.3359,10.5888,11.4121,3.6459,7.817,6.647,6.7006,7.8702,7.7906,7.0801,10.4447,4.0003,4.2436
